initial_position,initial_velocity,mass,time,location 
8911,67,427,70,-10409.0
6960,44,377,81,-21624.9
7630,83,919,39,3414.0999999999995
3315,60,157,81,-23973.9
9909,91,959,45,4081.5
2317,78,713,22,1661.3999999999996
3011,74,156,94,-33329.4
2290,20,563,64,-16500.4
3427,91,624,54,-5947.4000000000015
7302,71,773,86,-22832.4
6910,17,151,64,-12072.400000000001
770,61,207,14,663.5999999999999
5499,63,674,78,-19398.600000000002
6902,83,64,95,-29435.5
4554,23,669,13,4024.9
835,43,860,77,-24906.100000000002
362,11,259,47,-9945.1
2677,41,293,68,-17192.600000000002
5099,70,144,42,-604.6000000000004
5681,71,782,94,-30941.4
9611,75,553,35,6233.5
2293,12,702,43,-6251.1
5318,84,288,49,-2330.9000000000015
5121,32,318,80,-23679.000000000004
3342,96,765,80,-20338.000000000004
3194,94,352,69,-13648.900000000001
3923,41,485,56,-9147.400000000001
2051,90,484,72,-16870.600000000002
7358,31,122,88,-27859.600000000006
4598,35,823,10,4458.0
6172,61,39,27,4246.9
9653,94,281,78,-12826.600000000002
9450,23,468,85,-23997.5
2232,22,873,21,533.0999999999999
1186,9,620,69,-21521.9
1442,27,980,90,-35818.0
1756,91,650,80,-22324.000000000004
299,21,432,1,315.1
1987,28,536,9,1842.1
2934,68,72,28,996.3999999999996
3134,77,903,13,3306.9
3117,58,947,89,-30533.9
1227,29,726,10,1027.0
4705,91,655,53,-4236.1
5838,71,57,30,3558.0
8969,62,200,22,7961.4
4645,46,899,86,-27639.4
6896,23,527,8,6766.4
5947,7,125,29,2029.0999999999995
5093,50,223,39,-409.90000000000055
2845,87,76,10,3225.0
850,22,650,42,-6869.6
4302,59,989,10,4402.0
4486,30,961,42,-2897.6000000000004
5261,13,335,74,-20609.4
1484,73,800,56,-9794.400000000001
2998,80,164,34,53.599999999999454
3669,85,765,24,2886.6
7339,89,534,47,697.8999999999996
9224,99,478,28,8154.4
9772,38,740,33,5689.9
2899,96,933,47,-3413.1000000000004
2366,71,545,77,-21219.100000000002
4647,12,56,1,4654.1
5205,68,991,18,4841.4
2886,81,354,69,-14853.900000000001
8996,25,456,43,1010.8999999999996
7559,58,742,14,7410.6
3595,66,207,25,2182.5
2724,56,146,37,-1912.1000000000004
787,49,326,29,-1912.9000000000005
5571,36,863,48,-3990.6000000000004
76,65,826,89,-32951.9
1011,24,457,52,-10990.6
5626,25,664,34,811.5999999999995
7637,60,550,7,7816.9
4863,58,598,42,-1344.6000000000004
3995,47,833,89,-30634.9
6205,8,678,69,-16571.9
6280,57,398,95,-32527.5
4223,75,400,54,-6015.4000000000015
3199,82,861,78,-20216.600000000002
5310,99,541,33,3240.8999999999996
7714,50,826,28,5272.4
7404,76,446,5,7661.5
3292,28,451,72,-20093.600000000002
5091,18,97,50,-6259.0
96,59,525,9,230.09999999999997
7682,6,71,92,-33239.600000000006
7947,88,143,59,-3917.9000000000015
3104,55,599,76,-21018.4
8283,49,569,34,4284.599999999999
8290,85,633,89,-22957.9
8276,68,77,54,-2340.4000000000015
2700,48,226,95,-36962.5
7278,94,251,58,-3753.600000000002
60,26,370,61,-16586.9
8046,92,537,92,-24963.600000000006
2300,49,49,69,-17647.9
4956,88,851,99,-34356.9
4565,2,750,74,-22119.4
1332,23,905,89,-35433.9
3435,88,524,35,512.5
4724,54,425,96,-35250.4
4640,15,592,3,4640.9
9202,32,96,36,4003.5999999999995
9839,2,634,63,-9483.100000000002
2858,23,670,74,-22272.4
9206,29,566,88,-26187.600000000006
9022,37,661,84,-22444.4
8183,77,422,50,-217.0
5183,87,836,79,-18524.9
4872,37,562,68,-15269.600000000002
525,37,593,18,-396.60000000000014
2881,19,517,45,-6186.5
8815,22,631,68,-12346.600000000002
2984,22,368,60,-13336.0
9275,21,848,25,6737.5
9318,67,632,3,9474.9
7592,74,859,54,-2700.4000000000015
1877,23,16,36,-3645.4000000000005
4569,43,838,75,-19768.500000000004
2081,98,679,33,-21.100000000000364
6170,22,197,64,-12492.400000000001
6098,97,99,23,5736.9
8210,71,228,84,-20400.4
2956,65,197,14,2905.6
5731,92,545,71,-12437.900000000001
5699,61,985,89,-27684.9
173,39,637,90,-36007.0
7415,16,44,56,-7055.4000000000015
6586,23,170,59,-9113.900000000001
1790,49,42,61,-13453.900000000001
3536,61,929,93,-33171.100000000006
6607,95,715,55,-2990.500000000002
8718,70,963,91,-25488.9
5334,58,584,47,-2764.1000000000004
1423,73,669,73,-19360.100000000002
4229,6,31,88,-33188.600000000006
8128,62,384,12,8166.4
546,35,414,32,-3351.6000000000004
1002,92,865,95,-34480.5
8146,75,363,32,5528.4
76,8,280,18,-1367.6000000000001
4873,34,113,56,-8589.400000000001
6852,51,58,48,-1989.6000000000004
4827,50,160,73,-17635.100000000002
1472,8,537,18,28.399999999999864
7934,73,455,21,7306.1
9688,5,884,94,-33138.4
4385,80,162,72,-15256.600000000002
6818,31,428,73,-17031.100000000002
4378,39,167,21,3036.1
2591,9,171,14,1756.6
1197,34,691,66,-17903.4
1264,91,867,8,1678.4
3387,60,720,87,-28481.100000000006
126,88,45,25,-736.5
3186,90,437,21,2915.1
6065,29,944,95,-35402.5
541,44,741,88,-33532.600000000006
8099,40,105,46,-429.40000000000146
7986,26,368,27,5115.9
3346,73,240,29,1342.0999999999995
4126,40,703,8,4132.4
3280,42,559,66,-15292.400000000001
6789,23,540,50,-4311.0
817,41,874,43,-6480.1
8079,80,717,83,-19037.100000000006
1224,75,858,21,638.0999999999999
8812,85,325,17,8840.9
7265,43,805,50,-2835.0
1277,23,567,75,-24560.500000000004
1521,37,487,28,-1284.6000000000004
6667,88,14,73,-13021.100000000002
8686,8,183,16,7559.6
7850,30,349,66,-11514.400000000001
6669,58,104,1,6722.1
2508,15,99,51,-9471.900000000001
8250,95,92,68,-7947.600000000002
698,31,480,25,-1589.5
4296,1,731,72,-21033.600000000002
8640,47,676,93,-29369.100000000006
6988,41,613,89,-28175.9
8030,99,379,58,-2711.600000000002
9391,8,408,55,-4991.500000000002
9149,26,513,38,3061.3999999999996
450,34,181,8,408.4
231,54,982,51,-9759.900000000001
6103,18,459,9,5868.1
6826,50,998,75,-16986.500000000004
3172,8,734,17,1891.8999999999999
7955,83,558,65,-7352.5
5507,11,834,20,3767.0
1273,46,62,4,1378.6
2299,15,319,85,-31828.5
7768,85,9,87,-21925.100000000006
497,99,731,79,-22262.9
8843,4,151,56,-6299.4000000000015
690,41,745,3,768.9
4038,92,907,16,4255.6
5662,79,266,40,981.9999999999991
2128,65,456,12,2202.4
7730,13,833,16,6683.6
8515,98,276,41,4296.0999999999985
832,1,51,34,-4798.400000000001
9951,76,822,52,653.3999999999996
7965,5,865,95,-35782.5
9305,99,825,30,7865.0
8383,2,557,1,8380.1
8933,72,387,66,-7659.4000000000015
7953,21,664,51,-3720.9000000000015
6459,89,61,4,6736.6
8626,92,717,5,8963.5
9781,64,856,60,-4019.0
3197,28,875,21,1624.1
9475,21,158,99,-36470.9
42,90,567,79,-23428.9
1115,71,236,57,-10758.1
3267,34,492,73,-20363.100000000002
9418,5,828,35,3590.5
283,11,845,41,-7502.9000000000015
982,72,956,89,-31422.9
4466,72,381,22,3678.3999999999996
5072,93,413,41,648.0999999999985
9346,44,440,64,-7908.4000000000015
8916,59,284,48,458.39999999999964
2875,29,86,48,-7022.6
4258,92,910,40,97.99999999999909
8721,26,683,45,-31.5
1306,51,539,92,-35475.600000000006
2958,41,492,49,-6797.9000000000015
3600,33,917,48,-6105.6
4409,11,293,36,-1545.4000000000005
9199,97,398,38,5809.4
4951,94,685,5,5298.5
6322,25,88,88,-29423.600000000006
6176,36,882,92,-31985.600000000006
7930,44,26,3,8017.9
5161,26,497,73,-19053.100000000002
9151,82,442,55,-1161.5000000000018
8726,21,79,72,-15163.600000000002
9588,58,896,43,3021.8999999999996
6056,16,180,70,-16834.0
7784,70,522,22,6952.4
9407,19,571,78,-18922.600000000002
3320,74,558,4,3537.6
7807,23,579,61,-9022.900000000001
8536,50,894,99,-34538.9
7720,8,716,77,-20716.100000000002
3006,7,25,9,2672.1
1106,53,628,57,-11793.1
6426,93,747,38,2884.3999999999996
2701,15,429,66,-17653.4
5117,80,429,86,-24243.4
3170,78,253,38,-941.6000000000004
1288,45,277,63,-15325.100000000002
1363,86,512,2,1515.4
1180,97,464,46,-4726.4000000000015
9985,68,200,17,9724.9
2416,67,988,16,2233.6
9655,91,996,5,9987.5
4319,61,38,19,3709.1
3645,70,362,31,1106.0999999999995
3484,88,103,45,-2478.5
8995,47,157,21,7821.1
7015,75,61,1,7085.1
2637,4,982,58,-13614.600000000002
7922,53,119,11,7912.1
1941,73,349,30,-279.0
4077,39,749,79,-23422.9
7674,4,571,68,-14711.600000000002
7639,68,915,73,-13509.100000000002
8931,67,294,47,1255.8999999999996
2883,77,352,16,2860.6
2922,22,706,19,1571.1
944,26,510,83,-30654.100000000006
9136,6,491,87,-27430.100000000006
4415,60,845,67,-13561.100000000002
8080,60,412,42,1956.3999999999996
209,15,441,84,-33105.4
4222,95,433,53,-4507.1
3336,52,760,44,-3862.4000000000015
5933,13,129,97,-38910.100000000006
1678,65,901,8,1884.4
9980,97,226,38,6590.4
3375,49,456,4,3492.6
2935,65,976,3,3085.9
8360,27,350,62,-8801.600000000002
4512,9,482,27,1182.8999999999996
5818,88,272,53,-3282.1000000000004
4057,39,107,39,-1874.9000000000005
4621,39,507,91,-32406.9
8436,99,990,7,8888.9
5137,39,984,29,2147.0999999999995
6145,11,642,88,-30832.600000000006
1611,75,711,64,-13659.400000000001
7208,26,932,77,-19842.100000000002
3769,17,171,30,-131.0
3089,11,146,14,2282.6
6372,85,140,74,-14170.400000000001
6312,56,21,34,2551.5999999999995
8891,87,979,87,-20628.100000000006
7452,35,764,7,7456.9
9941,86,728,73,-9893.100000000002
4177,4,777,40,-3503.000000000001
2217,9,137,42,-6048.6
173,20,927,68,-21124.600000000002
3963,14,697,79,-25511.9
2796,82,874,30,846.0
86,23,978,11,-253.9000000000001
7340,85,886,1,7420.1
9703,16,613,98,-35788.600000000006
5596,85,420,63,-8497.100000000002
2940,29,870,90,-34140.0
9681,20,327,99,-36363.9
1151,5,643,11,613.0999999999999
6410,9,225,50,-5390.0
21,40,152,15,-481.5
9371,66,790,85,-20421.5
6143,51,128,69,-13666.900000000001
9322,10,342,38,2626.3999999999996
3092,96,121,67,-12472.100000000002
6360,47,93,65,-11287.5
4444,11,546,87,-31687.100000000006
1614,27,122,96,-40952.4
4312,54,674,76,-19886.4
2320,68,973,87,-28852.100000000006
1924,62,713,48,-6389.6
718,87,376,62,-12723.600000000002
2702,59,835,6,2879.6
4480,97,472,25,3842.5
7897,56,62,26,6040.6
6319,35,53,96,-35479.4
5085,87,255,94,-30033.4
7530,71,311,3,7698.9
2375,38,876,47,-6663.1
8772,35,992,73,-14785.100000000002
7903,9,856,22,5729.4
4807,93,834,59,-6762.9000000000015
3391,36,570,29,314.09999999999945
9102,56,681,58,-4133.600000000002
9562,59,388,86,-21604.4
3886,11,414,64,-15480.400000000001
7255,20,396,36,1624.5999999999995
502,13,150,39,-6443.900000000001
3265,88,459,18,3261.3999999999996
9935,61,717,94,-27627.4
1503,16,138,46,-8129.4000000000015
3922,75,326,78,-20039.600000000002
7883,73,929,99,-32914.9
8417,32,260,4,8466.6
6624,36,89,46,-2088.4000000000015
5229,45,505,85,-26348.5
7907,69,250,76,-15151.400000000001
8087,70,607,68,-9810.600000000002
697,70,799,55,-10275.500000000002
6240,97,291,67,-9257.100000000002
6334,95,467,14,6703.6
8406,25,803,78,-19455.600000000002
6928,71,670,26,5461.6
2191,83,637,84,-25411.4
177,45,428,12,11.399999999999977
6538,3,358,29,2504.0999999999995
7075,59,56,32,3945.3999999999996
9375,39,174,75,-15262.500000000004
1945,3,853,30,-2375.0
3599,24,915,29,174.09999999999945
3966,9,584,17,2702.8999999999996
6868,24,619,66,-12892.400000000001
5396,47,785,58,-8361.600000000002
4527,84,705,9,4886.1
6719,67,966,95,-31138.5
504,13,729,77,-27547.100000000002
3033,55,962,24,1530.6
910,38,676,63,-16144.100000000002
7242,48,816,40,1321.999999999999
2955,82,208,35,-177.5
4891,74,78,35,1478.5
1388,93,381,97,-35695.100000000006
4337,20,508,31,248.09999999999945
4610,16,518,91,-34510.9
4138,96,927,70,-13152.0
9295,12,758,71,-14553.900000000001
1819,51,124,4,1944.6
55,78,852,28,-1602.6000000000004
2481,79,534,74,-18505.4
8532,36,458,60,-6948.0
9982,84,276,33,7417.9
8649,59,827,67,-9394.100000000002
1169,24,552,99,-44479.9
2770,69,340,67,-14603.100000000002
859,61,977,45,-6318.5
9350,92,317,24,8735.6
6157,52,638,68,-12964.600000000002
4162,96,108,51,-3686.9000000000015
3833,6,526,80,-27047.000000000004
4972,15,753,51,-7007.9000000000015
2429,23,483,65,-16778.5
455,62,967,59,-12943.900000000001
7290,12,757,30,3240.0
6675,90,124,76,-14787.400000000001
3377,49,121,57,-9750.1
3017,39,325,90,-33163.0
7215,98,540,63,-6059.100000000002
578,67,227,87,-30681.100000000006
4802,44,944,3,4889.9
2944,51,474,45,-4683.5
2125,31,559,8,2059.4
7545,95,162,79,-15530.900000000001
4171,75,448,42,-1322.6000000000004
3031,95,358,51,-4868.9000000000015
8352,45,201,7,8426.9
8415,71,228,71,-11244.900000000001
5153,72,283,1,5220.1
255,39,807,25,-1832.5
143,84,455,32,-2186.6000000000004
5031,32,961,13,4618.9
1714,75,278,32,-903.6000000000004
221,32,87,7,204.89999999999998
5588,17,432,26,2717.6
8467,46,938,88,-25430.600000000006
1422,22,248,24,-872.4000000000001
2116,26,910,54,-10768.400000000001
5701,48,836,13,5496.9
5854,60,934,98,-35325.600000000006
6101,38,359,70,-15249.0
1639,11,332,63,-17116.100000000002
6828,12,596,58,-8959.600000000002
1777,34,424,61,-14381.900000000001
8212,55,418,59,-5599.9000000000015
1065,34,649,82,-29094.600000000006
8045,42,737,42,1165.3999999999996
5493,77,135,53,-4190.1
1562,39,557,33,-2487.1000000000004
1852,67,815,50,-7048.0
4880,28,520,75,-20582.500000000004
1873,41,67,76,-23313.4
3357,62,975,89,-29937.9
3813,94,433,36,846.5999999999995
3821,48,528,53,-7399.1
4147,3,232,87,-32680.100000000006
6882,95,464,81,-17571.9
7963,36,815,79,-19773.9
6275,11,46,20,4535.0
7755,34,904,26,5326.6
6424,27,133,46,-2702.4000000000015
6325,49,255,85,-24912.5
6921,61,442,94,-30641.4
1208,50,736,5,1335.5
9501,70,374,22,8669.4
3355,87,409,36,136.59999999999945
3629,13,639,31,-676.9000000000005
5944,62,373,14,5851.6
6313,31,685,90,-30587.0
3450,45,193,9,3458.1
4357,13,883,26,1382.6
977,22,563,21,-721.9000000000001
2813,49,336,75,-21074.500000000004
8055,24,48,52,-3946.6000000000004
4396,62,517,15,4223.5
7025,57,791,39,1795.0999999999995
2046,23,896,4,2059.6
1315,38,632,11,1140.1
2579,99,150,33,509.89999999999964
3323,98,179,88,-25998.600000000006
8824,77,201,74,-12310.400000000001
602,55,235,15,324.5
4683,52,603,68,-14438.600000000002
8357,91,393,61,-4324.9000000000015
3273,73,109,81,-22962.9
3536,14,7,30,-454.0
7727,4,118,12,7069.4
4391,18,322,52,-7922.6
5238,99,150,28,4168.4
1876,11,475,39,-5147.900000000001
2236,6,605,58,-13899.600000000002
7114,86,967,71,-11480.900000000001
3738,1,356,31,-939.9000000000005
7939,69,197,73,-13136.100000000002
3178,1,269,66,-18100.4
2256,8,559,56,-12662.400000000001
2969,56,662,99,-39511.9
7221,58,455,60,-6939.0
2429,89,471,93,-31674.100000000006
1791,13,509,87,-34166.100000000006
3900,65,944,36,-110.40000000000055
4067,26,784,49,-6423.9000000000015
8725,18,548,88,-27636.600000000006
3992,50,600,17,3425.8999999999996
6889,97,621,59,-4444.9000000000015
5456,48,486,72,-16489.600000000002
3405,33,399,46,-5445.4000000000015
9098,29,788,67,-10955.100000000002
7560,91,755,38,3942.3999999999996
8560,33,117,82,-21681.600000000006
3011,34,915,98,-40716.600000000006
1052,48,790,44,-6322.4000000000015
2579,93,119,61,-9980.900000000001
4712,3,210,83,-28795.100000000006
5492,11,849,40,-1908.000000000001
1186,60,96,35,-2716.5
6153,50,683,23,4710.9
1434,45,771,52,-9475.6
6254,94,831,69,-10588.900000000001
1828,25,613,46,-7390.4000000000015
6060,15,851,60,-10680.0
6514,34,464,6,6541.6
5125,47,953,29,2367.0999999999995
7394,71,882,16,7275.6
9389,14,302,58,-6282.600000000002
7048,29,330,1,7072.1
9356,85,682,44,3609.5999999999985
9457,23,446,24,7186.6
8368,19,327,12,7890.4
265,70,667,28,-1616.6000000000004
6368,50,523,68,-12889.600000000002
9720,79,470,19,9452.1
3869,69,193,65,-12348.5
8805,47,45,75,-15232.500000000004
6194,36,227,70,-15296.0
9522,51,769,9,9584.1
7181,22,321,97,-36789.100000000006
9108,9,759,91,-30649.9
8982,16,270,23,6757.9
4569,69,679,85,-24968.5
643,8,99,38,-6128.6
9606,33,784,92,-28831.600000000006
9820,48,281,53,-1400.1000000000004
7433,44,204,63,-9243.100000000002
6741,75,404,85,-22286.5
2922,93,614,31,1096.0999999999995
3600,90,637,31,1681.0999999999995
9258,12,212,62,-8833.600000000002
1358,24,810,40,-5522.000000000001
9025,44,712,45,1082.5
5435,89,201,85,-22402.5
7449,33,705,45,-988.5
8707,24,117,25,6244.5
5069,79,586,53,-4508.1
2188,94,515,38,-1315.6000000000004
6495,15,45,29,2809.0999999999995
3189,7,984,83,-29986.100000000006
2454,55,997,26,571.5999999999999
5905,77,230,99,-34496.9
7307,89,975,11,7693.1
4182,58,371,8,4332.4
3139,34,402,29,4.099999999999454
1597,22,470,28,-1628.6000000000004
5457,12,259,26,2456.6
8896,28,431,31,5055.099999999999
7489,7,586,87,-28990.100000000006
6380,80,420,93,-28560.100000000006
3710,86,428,72,-15499.600000000002
3214,4,373,70,-20516.0
2343,68,841,36,-1559.4000000000005
9225,81,561,99,-30780.9
7841,34,221,79,-20053.9
3230,82,505,53,-6188.1
3285,72,987,46,-3771.4000000000015
5554,45,328,33,1702.8999999999996
6893,87,723,54,-2697.4000000000015
3400,52,684,90,-31610.0
2088,73,122,41,-3155.9000000000015
409,81,315,44,-5513.4000000000015
1795,12,682,58,-13992.600000000002
5323,66,109,4,5508.6
3749,63,62,61,-10640.900000000001
2319,79,236,75,-19318.500000000004
693,53,855,10,733.0
3914,85,814,24,3131.6
1676,85,598,41,-3075.9000000000015
7545,98,426,81,-16665.9
6349,16,691,72,-17900.600000000002
4511,78,161,73,-15907.100000000002
7880,96,97,51,31.099999999998545
9483,64,549,9,9662.1
2486,19,220,60,-14014.0
3943,28,359,25,1580.5
307,58,949,39,-4883.900000000001
9206,59,638,4,9363.6
2891,7,317,80,-27909.000000000004
5999,36,390,3,6062.9
200,55,949,28,-2101.6000000000004
4734,26,599,61,-11912.900000000001
7866,73,676,12,8036.4
3911,97,261,27,2957.8999999999996
4410,72,889,82,-22633.600000000006
387,41,587,52,-10730.6
3449,81,851,24,2570.6
1599,15,731,84,-31715.4
7102,82,563,83,-19848.100000000006
7386,58,766,5,7553.5
9891,35,901,56,-3515.4000000000015
2884,99,864,14,3309.6
5078,23,340,35,-119.5
6147,2,773,81,-25839.9
8556,47,883,55,-3681.500000000002
4144,27,549,44,-4154.4000000000015
5687,11,9,8,5461.4
9570,34,272,20,8290.0
4613,32,756,54,-7947.4000000000015
1714,73,571,86,-28248.4
4259,76,800,28,2545.3999999999996
1296,89,135,57,-9551.1
704,39,336,94,-38926.4
2973,24,132,47,-6723.1
8650,96,899,37,5493.9
7530,31,528,53,-4591.1
5480,75,583,68,-12077.600000000002
294,2,979,17,-1088.1000000000001
2920,24,608,98,-41787.600000000006
4145,71,461,43,-1862.1000000000004
2198,35,224,51,-8761.900000000001
4607,39,93,93,-34146.100000000006
7591,6,569,71,-16683.9
3317,43,823,36,-1485.4000000000005
5763,87,189,19,5647.1
5102,39,363,72,-17491.600000000002
